ensembl_gene_id	external_gene_name	description
ENSRNOG00000020386	Ash1l	ASH1 like histone lysine methyltransferase [Source:RGD Symbol;Acc:1306350]
ENSRNOG00000047427	Cdan1	codanin 1 [Source:RGD Symbol;Acc:1306771]
ENSRNOG00000070174	Or4f5	olfactory receptor family 4 subfamily F member 5 [Source:RGD Symbol;Acc:1566059]
ENSRNOG00000015353	Prss12	serine protease 12 [Source:RGD Symbol;Acc:69238]
ENSRNOG00000014453	Anxa5	annexin A5 [Source:RGD Symbol;Acc:2120]
ENSRNOG00000017290	Zfp335	zinc finger protein 335 [Source:RGD Symbol;Acc:628751]
ENSRNOG00000019879	Sycn	syncollin [Source:RGD Symbol;Acc:620862]
ENSRNOG00000049295	AABR07071891.3	NULL
ENSRNOG00000050282	Srcap	Snf2-related CREBBP activator protein [Source:RGD Symbol;Acc:1565642]
ENSRNOG00000057729	Strip2	striatin interacting protein 2 [Source:RGD Symbol;Acc:1588437]
ENSRNOG00000021781	Camk1	calcium/calmodulin-dependent protein kinase I [Source:RGD Symbol;Acc:629473]
ENSRNOG00000024245	Zkscan2	zinc finger with KRAB and SCAN domains 2 [Source:RGD Symbol;Acc:1359568]
ENSRNOG00000066433	Or4f7	olfactory receptor family 4 subfamily F member 7 [Source:RGD Symbol;Acc:1334011]
ENSRNOG00000052343	Eif4e	eukaryotic translation initiation factor 4E [Source:RGD Symbol;Acc:69647]
ENSRNOG00000054506	Nccrp1	NCCRP1, F-box associated domain containing [Source:RGD Symbol;Acc:1305932]
ENSRNOG00000020835	Hipk4	homeodomain interacting protein kinase 4 [Source:RGD Symbol;Acc:1307541]
ENSRNOG00000011723	Slc44a3	solute carrier family 44, member 3 [Source:RGD Symbol;Acc:1305808]
ENSRNOG00000050780	Fpgs	folylpolyglutamate synthase [Source:RGD Symbol;Acc:1587713]
ENSRNOG00000043007	Rcn3	reticulocalbin 3 [Source:RGD Symbol;Acc:1359365]
ENSRNOG00000012017	Otulin	OTU deubiquitinase with linear linkage specificity [Source:RGD Symbol;Acc:2324500]
ENSRNOG00000012442	Cemip	cell migration inducing hyaluronidase 1 [Source:RGD Symbol;Acc:1305254]
ENSRNOG00000012236	Hddc3	HD domain containing 3 [Source:RGD Symbol;Acc:1311839]
ENSRNOG00000004951	Kif16b	kinesin family member 16B [Source:RGD Symbol;Acc:1310146]
ENSRNOG00000014513	Rexo5	RNA exonuclease 5 [Source:RGD Symbol;Acc:1305412]
ENSRNOG00000001808	Ints13	integrator complex subunit 13 [Source:RGD Symbol;Acc:1592236]
ENSRNOG00000018158	Tmem181	transmembrane protein 181 [Source:RGD Symbol;Acc:1566403]
ENSRNOG00000014933	Dnttip1	deoxynucleotidyltransferase, terminal, interacting protein 1 [Source:RGD Symbol;Acc:621627]
ENSRNOG00000021106	Gramd1a	GRAM domain containing 1A [Source:RGD Symbol;Acc:1311022]
ENSRNOG00000031168	Arhgap15	Rho GTPase activating protein 15 [Source:RGD Symbol;Acc:1359304]
ENSRNOG00000015540	Ppp6r3	protein phosphatase 6, regulatory subunit 3 [Source:RGD Symbol;Acc:1307145]
ENSRNOG00000047506	Srek1ip1	SREK1-interacting protein 1 [Source:RGD Symbol;Acc:1305356]
ENSRNOG00000021108	Slc22a12	solute carrier family 22 member 12 [Source:RGD Symbol;Acc:621628]
ENSRNOG00000018574	Qsox2	quiescin sulfhydryl oxidase 2 [Source:RGD Symbol;Acc:1584720]
ENSRNOG00000037552	Tsacc	TSSK6 activating co-chaperone [Source:RGD Symbol;Acc:1304953]
ENSRNOG00000050104	Clip3	CAP-GLY domain containing linker protein 3 [Source:RGD Symbol;Acc:1306245]
ENSRNOG00000018390	Pld3	phospholipase D family, member 3 [Source:RGD Symbol;Acc:1308248]
ENSRNOG00000021484	Rhoq	ras homolog family member Q [Source:RGD Symbol;Acc:621626]
ENSRNOG00000018683	Dock1	dedicator of cyto-kinesis 1 [Source:RGD Symbol;Acc:1566072]
ENSRNOG00000032177	LOC134486296	uncharacterized LOC134486296 [Source:RGD Symbol;Acc:402423633]
ENSRNOG00000013563	Vom2r43	vomeronasal 2 receptor, 43 [Source:RGD Symbol;Acc:1587090]
ENSRNOG00000063992	Arnt2	aryl hydrocarbon receptor nuclear translocator 2 [Source:RGD Symbol;Acc:2154]
ENSRNOG00000009218	Prdm12	PR/SET domain 12 [Source:RGD Symbol;Acc:1586401]
ENSRNOG00000026957	Ms4a15	membrane spanning 4-domains A15 [Source:RGD Symbol;Acc:1561158]
ENSRNOG00000030847	AABR07012868.1	NULL
ENSRNOG00000010467	Cpa5	carboxypeptidase A5 [Source:RGD Symbol;Acc:1303098]
ENSRNOG00000005031	Surf6	surfeit 6 [Source:RGD Symbol;Acc:1307382]
ENSRNOG00000064284	LOC120100687	uncharacterized LOC120100687 [Source:RGD Symbol;Acc:41046346]
ENSRNOG00000069710	Nat8f2	N-acetyltransferase 8 (GCN5-related) family member 2 [Source:RGD Symbol;Acc:1561619]
ENSRNOG00000065075	Or4f61b	olfactory receptor family 4 subfamily F member 61B [Source:RGD Symbol;Acc:1332602]
ENSRNOG00000014156	Fut7	fucosyltransferase 7 [Source:RGD Symbol;Acc:735019]
ENSRNOG00000032247	Bank1	B-cell scaffold protein with ankyrin repeats 1 [Source:RGD Symbol;Acc:1564639]
ENSRNOG00000014562	Hnrnpf	heterogeneous nuclear ribonucleoprotein F [Source:RGD Symbol;Acc:620366]
ENSRNOG00000017716	Ucp3	uncoupling protein 3 [Source:RGD Symbol;Acc:3933]
ENSRNOG00000021218	Pias3	protein inhibitor of activated STAT, 3 [Source:RGD Symbol;Acc:708413]
ENSRNOG00000020583	Fcgrt	Fc gamma receptor and transporter [Source:RGD Symbol;Acc:61811]
ENSRNOG00000021200	Hjv	hemojuvelin BMP co-receptor [Source:RGD Symbol;Acc:1310195]
ENSRNOG00000014297	Sdc4	syndecan 4 [Source:RGD Symbol;Acc:3650]
ENSRNOG00000006655	Plrg1	pleiotropic regulator 1 [Source:RGD Symbol;Acc:621047]
ENSRNOG00000050828	Vkorc1	vitamin K epoxide reductase complex, subunit 1 [Source:RGD Symbol;Acc:1303107]
ENSRNOG00000005924	Dstn	destrin, actin depolymerizing factor [Source:RGD Symbol;Acc:1588366]
ENSRNOG00000031167	Srxn1	sulfiredoxin 1 [Source:RGD Symbol;Acc:1307332]
ENSRNOG00000018385	Chrm1	cholinergic receptor, muscarinic 1 [Source:RGD Symbol;Acc:2342]
ENSRNOG00000006142	Mymk	myomaker, myoblast fusion factor [Source:RGD Symbol;Acc:1306074]
ENSRNOG00000025216	Alkbh6	alkB homolog 6 [Source:RGD Symbol;Acc:1566318]
ENSRNOG00000070417	Or4f61d	olfactory receptor family 4 subfamily F member 61D [Source:RGD Symbol;Acc:1332772]
ENSRNOG00000059507	Lamc3	laminin subunit gamma 3 [Source:RGD Symbol;Acc:1309399]
ENSRNOG00000020953	Ms4a7	membrane spanning 4-domains A7 [Source:RGD Symbol;Acc:1305549]
ENSRNOG00000032735	Srek1	splicing regulatory glutamic acid and lysine rich protein 1 [Source:RGD Symbol;Acc:621696]
ENSRNOG00000021402	Ankrd53	ankyrin repeat domain 53 [Source:RGD Symbol;Acc:1561200]
ENSRNOG00000001811	Fgfr1op2	FGFR1 oncogene partner 2 [Source:RGD Symbol;Acc:1303233]
ENSRNOG00000018083	LOC102553078	ubiquitin-like protein FUBI-like [Source:RGD Symbol;Acc:7751286]
ENSRNOG00000010725	Cpa1	carboxypeptidase A1 [Source:RGD Symbol;Acc:2388]
ENSRNOG00000024799	Cd93	CD93 molecule [Source:RGD Symbol;Acc:621251]
ENSRNOG00000019301	Lipm	lipase, family member M [Source:RGD Symbol;Acc:1304912]
ENSRNOG00000065733	Or4k77	olfactory receptor family 4 subfamily K member 77 [Source:RGD Symbol;Acc:1332749]
ENSRNOG00000026408	Rnf169	ring finger protein 169 [Source:RGD Symbol;Acc:1583288]
ENSRNOG00000026162	Cetn4	centrin 4 [Source:RGD Symbol;Acc:1586489]
ENSRNOG00000015518	Rbp4	retinol binding protein 4 [Source:RGD Symbol;Acc:3546]
ENSRNOG00000048989	Larp7	La ribonucleoprotein 7, transcriptional regulator [Source:RGD Symbol;Acc:1592474]
ENSRNOG00000027742	Adamtsl2	ADAMTS-like 2 [Source:RGD Symbol;Acc:1305459]
ENSRNOG00000017762	Cdhr5	cadherin-related family member 5 [Source:RGD Symbol;Acc:620504]
ENSRNOG00000069775	LOC102549347	uncharacterized LOC102549347 [Source:RGD Symbol;Acc:7567902]
ENSRNOG00000024904	Pla2g4e	phospholipase A2, group IVE [Source:RGD Symbol;Acc:1310595]
ENSRNOG00000019322	Notch1	notch receptor 1 [Source:RGD Symbol;Acc:3187]
ENSRNOG00000015131	Ube2c	ubiquitin-conjugating enzyme E2C [Source:RGD Symbol;Acc:1305382]
ENSRNOG00000011997	AABR07008940.1	NULL
ENSRNOG00000014690	Pigt	phosphatidylinositol glycan anchor biosynthesis, class T [Source:RGD Symbol;Acc:1307156]
ENSRNOG00000055775	Or55b3	olfactory receptor family 55 subfamily B member 3 [Source:RGD Symbol;Acc:1333505]
ENSRNOG00000063498	Or4f56	olfactory receptor family 4 subfamily F member 56 [Source:RGD Symbol;Acc:1333821]
ENSRNOG00000023274	Lrrc28	leucine rich repeat containing 28 [Source:RGD Symbol;Acc:1307209]
ENSRNOG00000021207	Lgals12	galectin 12 [Source:RGD Symbol;Acc:1306914]
ENSRNOG00000050024	Ms4a4a	membrane spanning 4-domains A4A [Source:RGD Symbol;Acc:1307006]
ENSRNOG00000070875	Nat8f4	N-acetyltransferase 8 (GCN5-related) family member 4 [Source:RGD Symbol;Acc:7636572]
ENSRNOG00000005695	Mgp	matrix Gla protein [Source:RGD Symbol;Acc:3088]
ENSRNOG00000071184	Or14a257b	olfactory receptor family 14 subfamily A member 257B [Source:RGD Symbol;Acc:1334054]
ENSRNOG00000013589	Cxcl12	C-X-C motif chemokine ligand 12 [Source:RGD Symbol;Acc:3651]
ENSRNOG00000019666	Ubxn1	UBX domain protein 1 [Source:RGD Symbol;Acc:1309471]
ENSRNOG00000069651	Or4k37	olfactory receptor family 4 subfamily K member 37 [Source:RGD Symbol;Acc:1333545]
ENSRNOG00000025321	Ankrd31	ankyrin repeat domain 31 [Source:RGD Symbol;Acc:2323520]
ENSRNOG00000049277	Syne4	spectrin repeat containing nuclear envelope family member 4 [Source:RGD Symbol;Acc:1304580]
ENSRNOG00000042561	Cks1b	CDC28 protein kinase regulatory subunit 1B [Source:RGD Symbol;Acc:1561797]
ENSRNOG00000028909	AABR07006242.1	NULL
ENSRNOG00000015797	Neurl2	neuralized E3 ubiquitin protein ligase 2 [Source:RGD Symbol;Acc:1306409]
ENSRNOG00000017710	Asprv1	aspartic peptidase, retroviral-like 1 [Source:RGD Symbol;Acc:1560859]
ENSRNOG00000020527	Drap1	Dr1 associated protein 1 [Source:RGD Symbol;Acc:1308477]
ENSRNOG00000005247	Surf1	SURF1, cytochrome c oxidase assembly factor [Source:RGD Symbol;Acc:620527]
ENSRNOG00000019885	Magi3	membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:RGD Symbol;Acc:621362]
ENSRNOG00000046942	Or4f4a	olfactory receptor family 4 subfamily F member 4A [Source:RGD Symbol;Acc:1333654]
ENSRNOG00000047431	Tmem262	transmembrane protein 262 [Source:RGD Symbol;Acc:2318452]
ENSRNOG00000018716	Dennd2c	DENN domain containing 2C [Source:RGD Symbol;Acc:1308197]
ENSRNOG00000018207	Dynlt1	dynein light chain Tctex-type 1 [Source:RGD Symbol;Acc:620261]
ENSRNOG00000015155	Tnnc2	troponin C2, fast skeletal type [Source:RGD Symbol;Acc:1311973]
ENSRNOG00000019090	Cct3	chaperonin containing TCP1 subunit 3 [Source:RGD Symbol;Acc:735038]
ENSRNOG00000033881	Insyn2a	inhibitory synaptic factor 2A [Source:RGD Symbol;Acc:2302685]
ENSRNOG00000009851	Slc38a9	solute carrier family 38, member 9 [Source:RGD Symbol;Acc:1311881]
ENSRNOG00000066870	LOC120101643	sodium/nucleoside cotransporter 2-like [Source:RGD Symbol;Acc:41113166]
ENSRNOG00000016272	Edf1	endothelial differentiation-related factor 1 [Source:RGD Symbol;Acc:1308073]
ENSRNOG00000012157	Snrnp200	small nuclear ribonucleoprotein U5 subunit 200 [Source:RGD Symbol;Acc:1561120]
ENSRNOG00000016358	Apba2	amyloid beta precursor protein binding family A member 2 [Source:RGD Symbol;Acc:620845]
ENSRNOG00000069807	Mrgprg	MAS related GPR family member G [Source:RGD Symbol;Acc:738044]
ENSRNOG00000031038	Gtdc1	glycosyltransferase-like domain containing 1 [Source:RGD Symbol;Acc:1563393]
ENSRNOG00000026527	Snx32	sorting nexin 32 [Source:RGD Symbol;Acc:1560591]
ENSRNOG00000019725	Actr1a	actin related protein 1A [Source:RGD Symbol;Acc:1307025]
ENSRNOG00000013048	Pde7a	phosphodiesterase 7A [Source:RGD Symbol;Acc:68391]
ENSRNOG00000017502	Sike1	suppressor of IKBKE 1 [Source:RGD Symbol;Acc:1311316]
ENSRNOG00000019982	Ethe1	ETHE1, persulfide dioxygenase [Source:RGD Symbol;Acc:1311034]
ENSRNOG00000015857	Ctsa	cathepsin A [Source:RGD Symbol;Acc:1309070]
ENSRNOG00000045568	Rbm14	RNA binding motif protein 14 [Source:RGD Symbol;Acc:620542]
ENSRNOG00000010278	Il6	interleukin 6 [Source:RGD Symbol;Acc:2901]
ENSRNOG00000013736	C9	complement C9 [Source:RGD Symbol;Acc:620319]
ENSRNOG00000016584	Mamdc4	MAM domain containing 4 [Source:RGD Symbol;Acc:708583]
ENSRNOG00000010528	Rpusd2	RNA pseudouridine synthase domain containing 2 [Source:RGD Symbol;Acc:1306147]
ENSRNOG00000016728	Tiam2	TIAM Rac1 associated GEF 2 [Source:RGD Symbol;Acc:2324148]
ENSRNOG00000036649	Pwwp2b	PWWP domain containing 2B [Source:RGD Symbol;Acc:1307108]
ENSRNOG00000070689	Tnfrsf22	tumor necrosis factor receptor superfamily, member 22 [Source:RGD Symbol;Acc:1586688]
ENSRNOG00000037207	Ubr1	ubiquitin protein ligase E3 component n-recognin 1 [Source:RGD Symbol;Acc:1562326]
ENSRNOG00000045561	Uqcc3	ubiquinol-cytochrome c reductase complex assembly factor 3 [Source:RGD Symbol;Acc:1597344]
ENSRNOG00000020595	Rps11	ribosomal protein S11 [Source:RGD Symbol;Acc:621026]
ENSRNOG00000014550	Plcxd3	phosphatidylinositol-specific phospholipase C, X domain containing 3 [Source:RGD Symbol;Acc:1308448]
ENSRNOG00000023065	Zfp637	zinc finger protein 637 [Source:RGD Symbol;Acc:1559850]
ENSRNOG00000018674	Ntrk3	neurotrophic receptor tyrosine kinase 3 [Source:RGD Symbol;Acc:3214]
ENSRNOG00000011384	Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 [Source:RGD Symbol;Acc:620466]
ENSRNOG00000053240	Mtcl2	microtubule crosslinking factor 2 [Source:RGD Symbol;Acc:1563627]
ENSRNOG00000036980	Zgrf1	zinc finger, GRF-type containing 1 [Source:RGD Symbol;Acc:1305834]
ENSRNOG00000020389	Capn12	calpain 12 [Source:RGD Symbol;Acc:1307341]
ENSRNOG00000055506	Mageb10	MAGE family member B10 [Source:RGD Symbol;Acc:7571422]
ENSRNOG00000062760	LOC120100601	TD and POZ domain-containing protein 1-like [Source:RGD Symbol;Acc:41216684]
ENSRNOG00000018322	Picalm	phosphatidylinositol binding clathrin assembly protein [Source:RGD Symbol;Acc:621054]
ENSRNOG00000027432	R3hdml	R3H domain containing-like [Source:RGD Symbol;Acc:1305296]
ENSRNOG00000064559	Gm49403	predicted gene, 49403 [Source:RGD Symbol;Acc:150345114]
ENSRNOG00000027911	Stkld1	serine/threonine kinase-like domain containing 1 [Source:RGD Symbol;Acc:1307355]
ENSRNOG00000009096	Pon3	paraoxonase 3 [Source:RGD Symbol;Acc:1302965]
ENSRNOG00000019851	Cox6a2	cytochrome c oxidase subunit 6A2 [Source:RGD Symbol;Acc:2385]
ENSRNOG00000017399	Acrbp	acrosin binding protein [Source:RGD Symbol;Acc:1564880]
ENSRNOG00000047466	Bdnf	brain-derived neurotrophic factor [Source:RGD Symbol;Acc:2202]
ENSRNOG00000015781	Ndst3	N-deacetylase and N-sulfotransferase 3 [Source:RGD Symbol;Acc:1310960]
ENSRNOG00000016120	Tlx1	T-cell leukemia, homeobox 1 [Source:RGD Symbol;Acc:1563655]
ENSRNOG00000009022	Rtkn	rhotekin [Source:RGD Symbol;Acc:727874]
ENSRNOG00000019920	Doc2a	double C2 domain alpha [Source:RGD Symbol;Acc:620518]
ENSRNOG00000007281	Flnc	filamin C [Source:RGD Symbol;Acc:1308807]
ENSRNOG00000055534	Slpi-ps1	secretory leukocyte peptidase inhibitor, pseudogene 1 [Source:RGD Symbol;Acc:1303102]
ENSRNOG00000005158	Slc24a5	solute carrier family 24 member 5 [Source:RGD Symbol;Acc:1310565]
ENSRNOG00000013771	Clca2	chloride channel accessory 2 [Source:RGD Symbol;Acc:1304894]
ENSRNOG00000020839	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3 [Source:RGD Symbol;Acc:1305567]
ENSRNOG00000064232	9130023H24Rik	RIKEN cDNA 9130023H24 gene like [Source:RGD Symbol;Acc:9074604]
ENSRNOG00000010695	Pdgfc	platelet derived growth factor C [Source:RGD Symbol;Acc:68410]
ENSRNOG00000050180	Zfpl1	zinc finger protein-like 1 [Source:RGD Symbol;Acc:1586738]
ENSRNOG00000054277	Capsl	calcyphosine-like [Source:RGD Symbol;Acc:1308776]
ENSRNOG00000042507	Polr2sl1	RNA polymerase II, I and III subunit like 1 [Source:RGD Symbol;Acc:1583498]
ENSRNOG00000004532	Dipk1b	divergent protein kinase domain 1B [Source:RGD Symbol;Acc:1308600]
ENSRNOG00000013681	Kcns1	potassium voltage-gated channel, modifier subfamily S, member 1 [Source:RGD Symbol;Acc:621524]
ENSRNOG00000019675	Pycard	PYD and CARD domain containing [Source:RGD Symbol;Acc:628637]
ENSRNOG00000020551	Bles03	basophilic leukemia expressed protein BLES03 [Source:RGD Symbol;Acc:628612]
ENSRNOG00000047756	Mef2a	myocyte enhancer factor 2a [Source:RGD Symbol;Acc:1359360]
ENSRNOG00000055829	AABR07053830.1	NULL
ENSRNOG00000013374	Tcp10b	t-complex protein 10b [Source:RGD Symbol;Acc:1307454]
ENSRNOG00000062492	LOC120102456	calcineurin B homologous protein 1-like [Source:RGD Symbol;Acc:41090173]
ENSRNOG00000060831	Clca1	chloride channel accessory 1 [Source:RGD Symbol;Acc:1306258]
ENSRNOG00000024928	1700006A11Rikl	RIKEN cDNA 1700006A11 gene like [Source:RGD Symbol;Acc:1306519]
ENSRNOG00000068263	Bbs12	Bardet-Biedl syndrome 12 [Source:RGD Symbol;Acc:1561608]
ENSRNOG00000009112	Pon2	paraoxonase 2 [Source:RGD Symbol;Acc:1309954]
ENSRNOG00000062405	Vom1r73	vomeronasal 1 receptor 73 [Source:RGD Symbol;Acc:1549715]
ENSRNOG00000065778	LOC120100658	uncharacterized LOC120100658 [Source:RGD Symbol;Acc:41115917]
ENSRNOG00000020245	Syt8	synaptotagmin 8 [Source:RGD Symbol;Acc:68399]
ENSRNOG00000047114	Cct8l2	chaperonin containing TCP1 subunit 8 like 2 [Source:RGD Symbol;Acc:1561536]
ENSRNOG00000066875	Dcun1d3	defective in cullin neddylation 1 domain containing 3 [Source:RGD Symbol;Acc:1308893]
ENSRNOG00000023363	Ing4	inhibitor of growth family, member 4 [Source:RGD Symbol;Acc:1309407]
ENSRNOG00000062429	Zfp239	zinc finger protein 239 [Source:RGD Symbol;Acc:6502210]
ENSRNOG00000018649	Slc35c2	solute carrier family 35 member C2 [Source:RGD Symbol;Acc:1311250]
ENSRNOG00000018962	Ctf1	cardiotrophin 1 [Source:RGD Symbol;Acc:2442]
ENSRNOG00000006476	Spmip9	sperm microtubule inner protein 9 [Source:RGD Symbol;Acc:1562720]
ENSRNOG00000059441	LOC100912266	uncharacterized LOC100912266 [Source:RGD Symbol;Acc:6488109]
ENSRNOG00000027867	Rexo4	REX4 homolog, 3'-5' exonuclease [Source:RGD Symbol;Acc:1306220]
ENSRNOG00000014486	Rfx3	regulatory factor X3 [Source:RGD Symbol;Acc:1307779]
ENSRNOG00000023337	Sema3a	semaphorin 3A [Source:RGD Symbol;Acc:3657]
ENSRNOG00000011454	Tbck	TBC1 domain containing kinase [Source:RGD Symbol;Acc:1307816]
ENSRNOG00000042781	Ropn1l	rhophilin associated tail protein 1-like [Source:RGD Symbol;Acc:1591367]
ENSRNOG00000007542	Scg5	secretogranin V [Source:RGD Symbol;Acc:3669]
ENSRNOG00000033695	AC095825.1	ribosomal protein S29, pseudo 20 [Source:RGD Symbol;Acc:11435887]
ENSRNOG00000009602	AABR07012329.1	NULL
ENSRNOG00000017392	Fgf2	fibroblast growth factor 2 [Source:RGD Symbol;Acc:2609]
ENSRNOG00000037196	Spag17	sperm associated antigen 17 [Source:RGD Symbol;Acc:1592218]
ENSRNOG00000024793	Kctd21	potassium channel tetramerization domain containing 21 [Source:RGD Symbol;Acc:1559529]
ENSRNOG00000005615	Gadd45a	growth arrest and DNA-damage-inducible, alpha [Source:RGD Symbol;Acc:2654]
ENSRNOG00000040279	Slf1	SMC5-SMC6 complex localization factor 1 [Source:RGD Symbol;Acc:1304857]
ENSRNOG00000056223	Tfb1m	transcription factor B1, mitochondrial [Source:RGD Symbol;Acc:727795]
ENSRNOG00000009324	Wdr54	WD repeat domain 54 [Source:RGD Symbol;Acc:1561494]
ENSRNOG00000029574	Rps4x-ps9	ribosomal protein S4, X-linked, pseudogene 9 [Source:RGD Symbol;Acc:3600]
ENSRNOG00000008895	Hnf4a	hepatocyte nuclear factor 4, alpha [Source:RGD Symbol;Acc:2810]
ENSRNOG00000049280	LOC134486330	antileukoproteinase-like [Source:RGD Symbol;Acc:402283090]
ENSRNOG00000012292	Alg8	ALG8, alpha-1,3-glucosyltransferase [Source:RGD Symbol;Acc:1305468]
ENSRNOG00000018453	Nop2	NOP2 nucleolar protein [Source:RGD Symbol;Acc:1304616]
ENSRNOG00000020433	Actn4	actinin alpha 4 [Source:RGD Symbol;Acc:61816]
ENSRNOG00000005258	Myef2	myelin expression factor 2 [Source:RGD Symbol;Acc:1306547]
ENSRNOG00000013356	Snapin	SNAP-associated protein [Source:RGD Symbol;Acc:1560377]
ENSRNOG00000046635	Cdca5	cell division cycle associated 5 [Source:RGD Symbol;Acc:1560863]
ENSRNOG00000020618	Flt3lg	Fms related receptor tyrosine kinase 3 ligand [Source:RGD Symbol;Acc:2322792]
ENSRNOG00000012698	Chsy1	chondroitin sulfate synthase 1 [Source:RGD Symbol;Acc:1311904]
ENSRNOG00000064719	Or4f54	olfactory receptor family 4 subfamily F member 54 [Source:RGD Symbol;Acc:1585049]
ENSRNOG00000027655	Clec4b2	C-type lectin domain family 4, member B2 [Source:RGD Symbol;Acc:1359354]
ENSRNOG00000065557	Polr1d-ps1	RNA polymerase I and III subunit D, pseudogene 1 [Source:RGD Symbol;Acc:9388809]
ENSRNOG00000054428	AABR07060971.1	NULL
ENSRNOG00000050741	Rbm4	RNA binding motif protein 4 [Source:RGD Symbol;Acc:1306891]
ENSRNOG00000012638	Ciao1	cytosolic iron-sulfur assembly component 1 [Source:RGD Symbol;Acc:1307285]
ENSRNOG00000007681	Brd3	bromodomain containing 3 [Source:RGD Symbol;Acc:1308925]
ENSRNOG00000024733	Mnd1	meiotic nuclear divisions 1 [Source:RGD Symbol;Acc:1309007]
ENSRNOG00000020657	Shc1	SHC adaptor protein 1 [Source:RGD Symbol;Acc:620446]
ENSRNOG00000008962	Yae1l1	YAE1 maturation factor of ABCE1 like 1 [Source:RGD Symbol;Acc:1560448]
ENSRNOG00000006857	Ndnf	neuron-derived neurotrophic factor [Source:RGD Symbol;Acc:1311080]
ENSRNOG00000010775	Arrdc4	arrestin domain containing 4 [Source:RGD Symbol;Acc:1311763]
ENSRNOG00000019935	Armc5	armadillo repeat containing 5 [Source:RGD Symbol;Acc:1306553]
ENSRNOG00000012383	Ndufc2	NADH:ubiquinone oxidoreductase subunit C2 [Source:RGD Symbol;Acc:1307511]
ENSRNOG00000001271	Card6	caspase recruitment domain family, member 6 [Source:RGD Symbol;Acc:1305805]
ENSRNOG00000007027	Hgf	hepatocyte growth factor [Source:RGD Symbol;Acc:2794]
ENSRNOG00000064781	Rpl31l14	ribosomal protein L31 like 14 [Source:RGD Symbol;Acc:11431277]
ENSRNOG00000020301	Scgb1d4	secretoglobin family 1D member 4 [Source:RGD Symbol;Acc:1302961]
ENSRNOG00000027540	Eeig2	EEIG family member 2 [Source:RGD Symbol;Acc:1310037]
ENSRNOG00000005814	Katnbl1	katanin regulatory subunit B1 like 1 [Source:RGD Symbol;Acc:1582771]
ENSRNOG00000026296	Saxo2	stabilizer of axonemal microtubules 2 [Source:RGD Symbol;Acc:1562653]
